Reporting ID,Data Year,MapLot,Annual Report Received,BEUDO Category,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Latitude,Longitude,Location
B1177,2022,213-2A,Yes,Non-Residential,603907,1.0,100 Walker Street,1901.0,"206-12, 206-14, 206-18, 206-8, 206-17, 206-6",6,Residence Hall/Dormitory,Residence Hall/Dormitory (172773.0),172773.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.38441169703072886,2236370.6,0.032207223097861115,7196887.9,,,,,,,,,,9433258.5,10018410.3,54.6,58.0,13818569.9,14432979.3,80.0,83.5,-0.21592748112579327,3.1,0.10645133891030771,22.55,42.381553397686,-71.1247979506056,POINT (-71.1247979506056 42.381553397686)
B1519,2022,121-114,No,Residential,87557,72.0,613-619 Green Street,,489-19,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3688626893148,-71.1116888364488,POINT (-71.1116888364488 42.3688626893148)
B1052,2022,137-1,Yes,Municipal,24670,,491 Broadway,1933.0,323-2,1,Fire Station,Fire Station (30389.0),30389.0,,CAMBRIDGE CITY OF,FIRE STATION,,-0.5289870366889191,798404.3,-0.22548057557147203,1104321.7,,,,,,,,,,1902726.0,1995449.6,62.6,65.7,3395069.7,3473816.6,111.7,114.3,-0.44043170496636896,3.8,-0.3386181366415404,7.14,42.3752703514961,-71.114654975725,POINT (-71.114654975725 42.3752703514961)
B1795,2022,132-138,Yes,Residential,71582,94.0,2 Mount Auburn Street,1972.0,476-9,1,Multifamily Housing,Multifamily Housing (71582.0),71582.0,94.0,HRI PUTNAM SQUARE II LLC,,46.0,-0.38799884509867666,2200692.0,-0.13864046795319246,3157499.9,,,,,,,,,,5358191.9,5630166.8,74.9,78.7,9477312.5,9809094.3,132.4,137.0,-0.330798720804768,4.5,0.04043265970279091,46.79,42.3698589200786,-71.1135752355554,POINT (-71.1135752355554 42.3698589200786)
B1091,2022,267.4-307,Yes,Non-Residential,76359,1.0,10 Wilson Rd,1999.0,69-7,1,Laboratory,Laboratory (75688.0),75688.0,,"QUAD 10 WILSON ROAD, LLC",,,0.25835606427198826,8629426.3,0.02781103728568492,7092945.3,,,,,,,,,,15722371.6,15911165.4,207.7,210.2,31609986.1,31371658.4,417.6,414.5,0.02751912125235625,13.2,-0.25657879554422297,11.82,42.3924625667506,-71.1500599934957,POINT (-71.1500599934957 42.3924625667506)
B1617,2022,52A-21,Yes,Non-Residential,3691096,0.0,182  MEMORIAL DR (REAR),2007.0,668-6,1,College/University,College/University (51147.0),51147.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,0.237644792685474,8423429.4,,,,,,,,,6808175.9,8913210.3,,24144815.6,24117205.5,472.1,471.5,40504000.6,40610814.3,791.9,794.0,0.3167343198176607,30.3,-0.2852804647304821,12.86,42.3595407763184,-71.090451202223,POINT (-71.090451202223 42.3595407763184)
B1342,2022,92-132,Yes,Non-Residential,79424,18.0,424 Massachusetts Avenue,1900.0,644-5,1,Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc) (736.0),Other - Entertainment/Public Assembly (9167.0),Food Sales (1700.0),Multifamily Housing (21088.0)",35642.0,16.0,MIT 424-456 MASSACHUSETTS AVENUE LLC,,,-0.45930459201975193,1491475.5,-0.24542794090472728,632700.0,,,,,,,,,,2124175.5,2180416.6,65.0,66.7,4840466.5,4997941.3,148.1,152.9,-0.4271508753213102,4.3,-0.323517089784689,10.46,42.3633374445293,-71.1009531435344,POINT (-71.1009531435344 42.3633374445293)
B1833,2022,135-20,Yes,Residential,49080,60.0,375 Harvard Street,1964.0,"366-27, 366-14",2,Multifamily Housing,Multifamily Housing (49940.0),49940.0,60.0,AUDUBON ROAD ASSOCIATES CCSPE LLC,,87.0,-0.538642083085735,702373.8,-0.16269641025195472,2588737.2,,,,,,,,,,3291111.0,3462328.8,65.9,69.3,4684820.8,4836421.1,93.8,96.8,-0.40238821287554316,3.8,-0.1098033962063969,42.21,42.3720562768025,-71.1121495881801,POINT (-71.1121495881801 42.3720562768025)
B1658,2022,165-56,Yes,Residential,135479,74.0,975 Memorial Drive,1985.0,398-4,1,Multifamily Housing,"Multifamily Housing (147273.0),Parking (33366.0)",147273.0,71.0,"HOPKINS, NANCY",B,23.0,0.1885005176762969,7934633.6,-0.18079631169954652,2160800.1,,,,,,,,,,10095433.7,10598905.5,68.5,72.0,24485814.2,25399438.6,166.3,172.5,-0.14380887233609152,4.6,-0.3614754102894508,0.19,42.3716662627217,-71.1236403313268,POINT (-71.1236403313268 42.3716662627217)
B1212,2022,143-11,Yes,Non-Residential,73945,,1737 Cambridge St,2005.0,299-11,1,College/University,College/University (123633.0),123633.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,-0.23554366286724931,3717032.2,-0.22098076598365762,1210712.0,,,,,,,4643219.9,3554800.0,,13125764.1,12971438.2,106.2,104.9,20180838.3,20095716.1,163.2,162.5,-0.07428293546913033,6.5,-0.234241830401797,8.73,42.375631223686,-71.1132486321304,POINT (-71.1132486321304 42.375631223686)
B1482,2022,52A-22,Yes,Non-Residential,528615,,31  AMES ST,1994.0,668-68,1,College/University,College/University (260390.0),260390.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2.6177552195711558,32096332.8,-0.2713634916073101,19500.0,,,,,,,36697249.9,67232944.9,,136046027.6,136341809.2,522.5,523.6,204168699.8,205446392.9,784.1,789.0,4.087114235545151,33.3,0.8521986296431648,38.63,42.3616304597006,-71.0886333096865,POINT (-71.0886333096865 42.3616304597006)
B1501,2022,52A-21,Yes,Non-Residential,3691096,0.0,21  AMES ST,1969.0,668-18,1,College/University,College/University (133552.0),133552.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1.4337313184079086,20319869.1,-0.27188372525643234,7200.0,,,,,,,20406614.2,33826021.5,,74559704.8,74838547.0,558.3,560.4,116167306.4,116977341.9,869.8,875.9,2.017368366119792,35.7,-0.1573934741615222,12.84,42.3600606935524,-71.0898126243743,POINT (-71.0898126243743 42.3600606935524)
B1180,2022,164-5,Yes,Non-Residential,182389,,79 J. F. Kennedy St,1978.0,398-1,1,College/University,College/University (127068.0),127068.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,-0.3231295670769366,2845890.7,,,,,,,,,,3433130.2,,6279020.9,6466425.0,49.4,50.9,12098690.6,12234007.2,95.2,96.3,-0.2747123485985436,3.4,-0.2131995864241812,9.86,42.3710604928328,-71.1221150477173,POINT (-71.1221150477173 42.3710604928328)
B1250,2022,159-1,Yes,Non-Residential,1223988,1027.0,9 Harvard Yard,1872.0,318-21,1,Residence Hall/Dormitory,Residence Hall/Dormitory (59075.0),59075.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,94.0,-0.5294651424261305,793649.0,-0.2540122190694308,429742.0,,,,,,,,1327850.0,,2551241.0,2698023.2,43.2,45.7,4270904.4,4447489.4,72.3,75.3,-0.41355257564489534,2.8,-0.2540498542036124,15.5,42.3740653312758,-71.1181531550962,POINT (-71.1181531550962 42.3740653312758)
B1543,2022,108-22,Yes,Residential,93900,111.0,295 Harvard Street,1960.0,485-3,1,Multifamily Housing,Multifamily Housing (93900.0),93900.0,111.0,HARVARD TOWERS CORPORATION,,48.0,-0.32531814351538213,2824122.9,-0.10724330984319846,3899825.2,,,,,,,,,,6723948.1,7128970.3,71.6,75.9,12002360.7,12618767.2,127.8,134.4,-0.28656456310250045,4.3,-0.1360487252388573,20.14,42.3698077202305,-71.1051828832528,POINT (-71.1051828832528 42.3698077202305)
B1899,2022,18-75,Yes,Municipal,12571,0.0,51-69 First Street,1987.0,505-2,1,Parking,"Office (3017.0),Parking (387868.0)",390885.0,,CAMBRIDGE CITY OF,COMM. DEV.,,-0.49333881152624987,1152966.5,,,,,,,,,,,,1152966.5,1172017.5,382.2,388.5,3228306.3,3281648.9,1070.0,1087.7,-0.4578925566909483,27.6,-0.36043479327848194,12.15,42.3690116721712,-71.0781014182006,POINT (-71.0781014182006 42.3690116721712)
B1230,2022,159-1,Yes,Non-Residential,1223988,1027.0,1 Harvard Yard,1815.0,318-16,1,College/University,College/University (38331.0),38331.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.5621393145725447,468667.4,,,,,,,,,447431.8,1171550.0,,2087649.2,2136724.3,54.5,55.7,3128854.4,3201026.5,81.6,83.5,-0.430801780681904,3.5,-0.35346507934455046,2.46,42.3744490244254,-71.1170715589812,POINT (-71.1170715589812 42.3744490244254)
B1145,2022,156-26,Yes,Residential,69317,148.0,1651 Massachusetts Avenue,1960.0,226-6,1,College/University,Residence Hall/Dormitory (53044.0),53044.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,58.0,-0.4689927768353199,1395115.6,-0.11400296364829761,3740005.8,,,,,,,,,,5135121.4,5416691.1,96.8,102.1,7833329.8,8105411.9,147.7,152.8,-0.3446086671687535,5.6,-0.14131231128271174,34.83,42.3814220372311,-71.1192368989145,POINT (-71.1192368989145 42.3814220372311)
B1355,2022,144-1,Yes,Non-Residential,2402868,15.0,29 Kirkland Street,1917.0,241-54,1,Office,Office (57896.0),57896.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,95.0,-0.5649123758750649,441085.9,,,,,,,,,496422.0,1755240.0,,2692747.9,2771035.9,46.5,47.9,3798410.5,3901562.9,65.6,67.4,-0.40995458195619416,3.0,-0.3358350911470886,4.15,42.3769732520816,-71.1143028720534,POINT (-71.1143028720534 42.3769732520816)
B1374,2022,144-1,Yes,Non-Residential,2402868,15.0,52 Oxford Steet,2005.0,241-65,1,Parking,Parking (246377.0),246377.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.43242250776041924,1758848.2,,,,,,,,,,,,1758848.2,1758848.2,7.1,7.1,4924775.1,4924775.1,20.0,20.0,-0.4360929478711705,0.5,-0.35876496598181085,0.21,42.3799827611676,-71.115394286867,POINT (-71.115394286867 42.3799827611676)
B1323,2022,137-42,Yes,Non-Residential,73206,,5 Felton Street,1972.0,325-4,1,Parking,Parking (143425.0),143425.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,-0.5542786140672823,546851.0,,,,,,,,,,,,546851.0,554530.6,3.8,3.9,1531182.8,1552685.7,10.7,10.8,-0.4815440740269693,0.3,-0.3633388407509533,0.09,42.3745329095634,-71.1128399138997,POINT (-71.1128399138997 42.3745329095634)
B1187,2022,157-51,Yes,Residential,77870,83.0,15 Everett Street,1937.0,243-19,1,Multifamily Housing,Multifamily Housing (77455.0),77455.0,83.0,PRESIDENT & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE INC.,92.0,-0.5427350894589796,661664.3,-0.1323033453801853,3307333.1,,,,,,,,,,3968997.4,4157268.8,51.2,53.7,5325359.7,5509898.2,68.8,71.1,-0.3842924210882519,2.9,-0.15804688484282825,22.07,42.3802016947272,-71.1184556328163,POINT (-71.1184556328163 42.3802016947272)
B1649,2022,242-38,Yes,Non-Residential,109553,12.0,178 Coolidge Hill,1930.0,387-8,1,K-12 School,K-12 School (14101.0),14101.0,,SHADY HILL SCHOOL,,12.0,-0.5453294571556209,635860.4,-0.2523601600178279,468800.0,,,,,,,,,,1104660.4,1160782.9,78.3,82.3,2272649.1,2331577.7,161.2,165.3,-0.4649827207245653,5.0,,,42.3712795975924,-71.1373045458545,POINT (-71.1373045458545 42.3712795975924)
B1217,2022,144-1,Yes,Non-Residential,2402868,15.0,25 Francis Ave,1940.0,241-19,1,College/University,College/University (8056.0),8056.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.600665642278126,85479.2,,,,,,,,,,279050.0,,364529.2,386809.6,45.2,48.0,575050.5,601854.7,71.4,74.7,-0.489004619763835,3.1,-0.3576154471906242,7.45,42.37916261121,-71.1128630599083,POINT (-71.1128630599083 42.37916261121)
B1790,2022,35-85,Yes,Residential,93651,0.0,170 Gore Street,1988.0,"388-4, 388-22",2,Multifamily Housing,Multifamily Housing (147000.0),147000.0,116.0,PACHECO-PAVILLION LIMITED PARTNERSHIP,,93.0,-0.28226053155045355,3252379.8,-0.18835323414578017,1982130.8,,,,,,,,,,5234510.6,5374607.6,35.6,36.6,11187900.8,11439238.7,76.1,77.8,-0.3243964085057556,2.3,0.07306689317468847,24.62,42.3724559990454,-71.0861119914571,POINT (-71.0861119914571 42.3724559990454)
B1229,2022,168-60,Yes,Non-Residential,62200,2.0,8 Story St,1970.0,"355-2, 355-3",2,Office,Office (61666.0),61666.0,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,1350 MASSACHUSETTS AVE.,,-0.51112529176248,976059.7,-0.20427069199217618,1605789.0,,,,,,,,,,2581848.8,2779778.3,41.9,45.1,4419045.7,4626871.8,71.7,75.0,-0.42032526964715644,2.5,-0.3378921247734225,3.62,42.3738752263135,-71.1221556256266,POINT (-71.1221556256266 42.3738752263135)
B1000,2022,9-90,Yes,Non-Residential,144489,,8 Charles River Dam,1951.0,"512-2, 512-4",2,Museum,"Parking (326252.0),Museum (460555.0)",460555.0,,MUSEUM OF SCIENCE,,,1.5093139453300861,21071624.3,-0.2239363698373701,1140834.3,,,,,,,,30043775.5,,52256234.1,52584759.5,113.5,114.2,96342320.7,95615167.8,209.2,207.6,1.3918465810047118,7.8,0.4028214836738175,13.78,42.367965755859,-71.0719026705221,POINT (-71.0719026705221 42.367965755859)
B1500,2022,52A-21,Yes,Non-Residential,3691096,0.0,70  VASSAR ST,1969.0,668-37,1,College/University,College/University (102833.0),102833.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,0.03599380966333187,6417781.1,-0.27188372525643234,7200.0,,,,,,,8944752.1,19259220.1,,34628953.4,34719925.0,336.7,337.6,49286704.9,49537943.0,479.3,481.7,0.6648402091995008,21.4,-0.20544335963312213,12.81,42.3606849952296,-71.0932384211364,POINT (-71.0932384211364 42.3606849952296)
B1843,2022,1A-82,No,Residential,60600,104.0,10 Glassworks Ave,,378-4,1,,,,,AVB MAPLE LEAF APTS LIMITED PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3702980865629,-71.0727803521256,POINT (-71.0727803521256 42.3702980865629)
B1249,2022,169-69,Yes,Non-Residential,48249,1.0,3 Garden Street,1910.0,319-2,1,College/University,College/University (4564.0),4564.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.6045365938019073,46978.3,-0.26765841293551257,107103.0,,,,,,,,,,154081.3,163727.4,33.8,35.9,243997.4,251085.7,53.5,55.0,-0.4972588405790907,2.0,-0.35132334433360285,24.54,42.3757902326872,-71.1210152364932,POINT (-71.1210152364932 42.3757902326872)
B1823,2022,266-40,Yes,Municipal,41072,1.0,640 Concord Avenue,2004.0,105-1,1,Senior Living Community,Senior Living Community (49730.0),49730.0,,CITY OF CAMBRIDGE,"C/O NEVILLE COMMUNITIES HOME, INC",,-0.38245996080249406,2255782.6,0.02195988907271151,6954609.5,,,,,,,,,,9210392.1,9610130.0,185.2,193.2,13618531.2,13986716.4,273.8,281.3,-0.2220123233934497,10.6,0.033208841615018296,66.15,42.3891087850065,-71.1479553811979,POINT (-71.1479553811979 42.3891087850065)
B1032,2022,266-34,Yes,Municipal,124527,0.0,250R Fresh Pond Parkway,2004.0,96-1,1,Parking,Parking (8792.0),8792.0,,CAMBRIDGE CITY OF,,,-0.5785502416875361,305441.9,-0.22878173299537385,1026266.7,,,,,,,,,,1331708.6,1459046.3,151.5,166.0,1932817.4,2058875.1,219.8,234.2,-0.4614905503796494,8.7,,,42.382324897129,-71.1446648462015,POINT (-71.1446648462015 42.382324897129)
B1119,2022,16-35,Yes,Non-Residential,40000,3.0,161 3RD ST,1910.0,600-1,1,Office,"Office (34356.0),Laboratory (12000.0),Parking (10000.0)",46356.0,,"ARE-MA REGION NO. 62, LLC",,,-0.5585124072630507,504741.0,,,,,,,,,,,,504741.0,530579.7,10.9,11.4,1413274.9,1485623.1,30.5,32.0,-0.4827081308086079,0.8,-0.36119710574000563,0.66,42.365568423947,-71.078326793202,POINT (-71.078326793202 42.365568423947)
B1198,2022,"132-137, 132-157",Yes,Residential,101096,145.0,5 Cowperthwaite Street,2008.0,"498-15, 498-14",2,Multifamily Housing,Multifamily Housing (211715.0),211715.0,262.06,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,97.0,-0.25306507005824497,3542762.0,-0.11300986721891625,3763485.8,,,,,,,,,,7306247.7,7572127.3,34.5,35.8,13871393.6,14071391.3,65.5,66.5,-0.2634421624854061,2.1,0.047366073043316435,16.09,42.3694118263532,-71.1163220156681,POINT (-71.1163220156681 42.3694118263532)
B1022,2022,108-18,Yes,Municipal,28376,1.0,51 Inman Street,1925.0,494-1,1,Office,Office (31240.0),31240.0,,CAMBRIDGE CITY OF,CITY HALL ANNEX #2,75.0,-0.5314424357164462,773982.5,-0.22734115103691008,1060331.8,,,,,,,,,,1834314.3,1921650.4,58.7,61.5,3280499.4,3342224.5,105.0,107.0,-0.44260108351396826,3.6,-0.3452369448392148,5.19,42.3696232708478,-71.1035051151536,POINT (-71.1035051151536 42.3696232708478)
B1757,2022,68-76,Yes,Non-Residential,214638,1.0,40 Landsdowne St,2003.0,695-2,1,Laboratory,Laboratory (214638.0),214638.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,,2.970234068913403,35602135.5,0.5427641033922592,19268101.0,,,,,,,,14899926.3,,69770162.8,72389896.0,325.1,337.3,137842709.0,139488540.3,642.2,649.9,1.897629252626692,21.1,0.7736078449194072,43.84,42.3604996522541,-71.0995094414326,POINT (-71.0995094414326 42.3604996522541)
B1854,2022,19-24,No,Non-Residential,146598,0.0,208 Cambridge Street,,454-1,1,,,,,MIDDLESEX COUNTY OF,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3705808692278,-71.07934366196,POINT (-71.07934366196 42.3705808692278)
B1773,2022,128-68,Yes,Residential,123578,120.0,157 Pleasant Street,2003.0,681-11,1,Multifamily Housing,"Multifamily Housing (41500.0),Parking (12500.0)",41500.0,27.0,PRESIDENT AND FELLOW OF HARVARD COLLEGE,,100.0,-0.5868251381224169,223138.5,-0.2684061959368525,89417.5,,,,,,,,,,312556.0,327258.6,7.5,7.9,718676.3,735436.0,17.3,17.7,-0.49112108663954157,0.5,-0.2409332397862832,24.68,42.3599475033154,-71.1132636138368,POINT (-71.1132636138368 42.3599475033154)
B1388,2022,62-41,Yes,Non-Residential,53804,1.0,304 VASSAR ST,1999.0,750-1,1,College/University,College/University (86522.0),86522.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,0.22716742637571438,8319219.8,-0.21426467645974515,1369500.1,,,,,,,,,,9688720.0,9786660.0,112.0,113.1,24731790.6,24834627.7,285.8,287.0,-0.15163979977620584,7.7,-0.35202515580611676,1.23,42.3549188928949,-71.104611189414,POINT (-71.104611189414 42.3549188928949)
B1690,2022,18-75,Yes,Municipal,12571,0.0,51-69 First Street,1987.0,505-2,1,Parking,"Restaurant (3215.0),Office (2035.0),Parking (391581.0),Social/Meeting Hall (7321.0)",404152.0,,CAMBRIDGE CITY OF,,,-0.4898923473664819,1187245.5,-0.2721882522705527,0.0,,,,,,,,,,1187245.5,1210974.7,94.4,96.3,3324287.3,3390729.1,264.4,269.7,-0.45656976489363166,6.8,-0.35817205628951454,4.41,42.3690116721712,-71.0781014182006,POINT (-71.0781014182006 42.3690116721712)
B1450,2022,1A-171,Yes,Residential,294465,338.0,2 Earhart St,2008.0,378-10,1,Multifamily Housing,Multifamily Housing (309535.0),309535.0,230.0,SIERRA PLUS TANGO LLC,,79.0,0.07235783839295629,6779462.6,0.03703693695097259,7311075.2,,,,,,,,,,14090537.7,14621834.0,45.5,47.2,26659124.1,27162150.2,86.1,87.8,-0.03713894180047979,2.8,0.5437282870776909,24.26,42.3709545327231,-71.0737009170722,POINT (-71.0737009170722 42.3709545327231)
B1800,2022,92-130,Yes,Residential,103484,83.0,80 Auburn St,1990.0,665-6,1,Multifamily Housing,Multifamily Housing (21327.0),21327.0,22.0,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,39.0,-0.5437891724744991,651180.2,-0.22680103854103276,1073095.4,,,,,,,,,,1724275.7,1820441.8,80.8,85.4,2950054.9,3063908.8,138.3,143.7,-0.44746895732809333,4.8,-0.2814205016316555,32.34,42.3619626565967,-71.1027280600133,POINT (-71.1027280600133 42.3619626565967)
B1724,2022,106-122,Yes,Municipal,153194,205.0,237 Franklin St,1976.0,624-5,1,Multifamily Housing,Multifamily Housing (160580.0),160580.0,206.0,CAMBRIDGE CITY OF,,87.0,-0.35089925324805865,2569689.9,0.04545034162441971,7510000.0,,,,,,,,,,10079689.9,10472916.2,62.8,65.2,15080631.6,15466238.8,93.9,96.3,-0.1946040773530495,3.6,0.25290003290748075,31.79,42.3642629804944,-71.1042344603426,POINT (-71.1042344603426 42.3642629804944)
B1353,2022,95-74,Yes,Non-Residential,26415,1.0,167 Sidney St,1965.0,707-6,1,Laboratory,Laboratory (26589.0),26589.0,,"MIT 170/171 SIDNEY LLC C/O ARE EQUITIES,",C/O ARE-MA REGION NO.23 LLC,,-0.39282672849728845,2152673.3,-0.07075632105553192,4762499.8,,,,,,,,,,6915173.1,7227684.3,260.1,271.8,11028109.9,11274370.9,414.8,424.0,-0.28746406152467574,15.2,-0.36315733778392384,0.53,42.3587633745603,-71.1048022773364,POINT (-71.1048022773364 42.3587633745603)
B1112,2022,43-63,Yes,Non-Residential,253017,1.0,9 Cambridge Center,1983.0,625-3,1,Laboratory,"Laboratory (253819.0),Parking (15190.0)",253819.0,,WHITEHEAD INSTITUTE FOR,BIOMEDICAL RESEARCH,,2.9648893496794724,35548976.3,1.0401539969136289,31028000.6,,,,,,,,11665187.7,,78242164.6,78695500.7,308.3,310.0,146150234.5,145624291.1,575.8,573.7,2.1400176215669884,19.7,0.626179034900275,32.27,42.3634287554286,-71.0893705877143,POINT (-71.0893705877143 42.3634287554286)
B1468,2022,70-34,Yes,Non-Residential,83525,1.0,265 MASSACHUSETTS AVE,1964.0,669-6,1,College/University,College/University (103874.0),103874.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,-0.21955211170385505,3876086.5,0.19153025848120475,10963800.9,,,,,,,,,,14839887.4,15652876.5,142.9,150.7,22365033.1,23077717.2,215.3,222.2,-0.04856786292929534,8.3,-0.3368152071690477,2.23,42.3622718755788,-71.0972014110956,POINT (-71.0972014110956 42.3622718755788)
B1901,2022,"85-1, 85-63",Yes,Municipal,65054,0.0,147 Hampshire Street,1979.0,"381-20, 381-10, 385-1",3,Other - Public Services,"Office (22070.0),Other - Public Services (11542.0),Parking (8004.0),Other (39148.0)",80763.0,,CAMBRIDGE CITY OF,PUBLIC WORKS DEPT,,-0.5019487284554699,1067331.1,-0.1127366388145805,3769949.7,,,,,,,,,2673.6,4846403.3,5193699.3,66.6,71.4,6956096.8,7309852.1,95.6,100.5,-0.3552439132191791,3.8,-0.3322655327955092,3.7,42.3718571475336,-71.0974405954733,POINT (-71.0974405954733 42.3718571475336)
B1074,2022,95-73,Yes,Non-Residential,44720,1.0,130 Brookline Street,2010.0,694-4,1,Laboratory,Laboratory (54242.0),54242.0,,"MIT 130 BROOKLINE LLC,",,,0.7315143659219341,13335523.3,0.10664631397446213,8956874.9,,,,,,,,,,22292398.2,22317590.1,411.0,411.4,46744184.0,46557552.1,861.8,858.3,0.25996009587683155,26.5,0.0009739146705855867,55.74,42.3603142745612,-71.1045128792698,POINT (-71.1045128792698 42.3603142745612)
B1856,2022,165-34,Yes,Non-Residential,33800,57.0,110 Mt Auburn Street,1959.0,380-6,1,Hotel,Hotel (29583.0),29583.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE INC.,48.0,-0.5196231692759196,891538.5,-0.20233736840669825,1651500.1,,,,,,,,,,2543038.6,2647926.2,86.0,89.5,4230382.9,4300879.0,143.0,145.4,-0.4221771781633997,5.1,-0.2800652794778355,23.69,42.3726806054137,-71.1220791286095,POINT (-71.1220791286095 42.3726806054137)
B1485,2022,55-9,Yes,Non-Residential,173638,0.0,166-170  ALBANY ST,1962.0,699-13,1,College/University,College/University (16137.0),16137.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,-0.5715245881690858,375319.9,,,,,,,,,238620.0,1111614.0,,1725553.9,1817769.2,106.9,112.6,2605357.3,2716296.1,161.5,168.3,-0.44223070181071955,7.0,,,42.3593417425012,-71.0982669534024,POINT (-71.0982669534024 42.3593417425012)
B1598,2022,32-53,Yes,Non-Residential,83904,3.0,320 Charles Street,1952.0,534-1,1,Laboratory,Laboratory (99513.0),99513.0,,"BMR-320 CHARLES LLC,",C/O RYAN LLC,,2.3093169513976872,29028563.6,0.5904716437877017,20396057.0,,,,,,,,,,49424620.6,49449747.0,496.7,496.9,102695838.0,101401527.5,1032.0,1019.0,1.1594056063802363,31.6,-0.022149563328968037,28.46,42.3680920054302,-71.0869071994501,POINT (-71.0869071994501 42.3680920054302)
B1613,2022,7-31,Yes,Non-Residential,51026,114.0,187-197 Monsignor O'Brien Highway,2002.0,358-14,1,Hotel,"Hotel (79942.0),Parking (0.0)",79942.0,,NATRAJ HOSPITALITY LLC,,100.0,-0.49166641913227727,1169600.4,-0.2712953959833193,21109.3,,,,,,,,,,1190709.7,1191714.3,14.9,14.9,3297045.9,3298100.7,41.2,41.3,-0.4575750866595923,1.1,-0.0700179458335385,30.48,42.3722900661871,-71.0786237554674,POINT (-71.0786237554674 42.3722900661871)
B1739,2022,9-41,Yes,Non-Residential,114609,3.0,10 Canal Park,1983.0,468-9,1,Office,"Office (135710.0),Parking (11155.0)",135710.0,,"TEN CANAL PK MASSACHUSETTS, LLC,","C/O US REAL ESTATE INVEST FUND, LLC",58.0,0.1822840796443274,7872804.1,,,,,,,,,,,,7872804.1,7872804.1,58.0,58.0,22043851.4,22043851.4,162.4,162.4,-0.2068795852321477,4.1,-0.21998779739108312,8.82,42.3685836042749,-71.0753045956067,POINT (-71.0753045956067 42.3685836042749)
