Reporting ID,Data Year,MapLot,Annual Report Received,BEUDO Category,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Latitude,Longitude,Location
B1261,2022,157-69,Yes,Non-Residential,1462119,18,1515 Massachusetts Avenue,1883,266-15,1,College/University,College/University (63834.0),63834,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,231630.2,790322.4,,,,,,,,,769156.6,1564550,,3124028.9,3236711.1,48.9,50.7,4795053,4942913.3,75.1,77.4,200.4,3.1,318.2,4.98,42.3770677109179,-71.1187892391735,POINT (-71.1187892391735 42.3770677109179)
B1007,2022,121-114,Yes,Residential,87557,72,1008 Mass Ave,1987,489-2,1,Multifamily Housing,Multifamily Housing (50000.0),50000,65,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,61,542605.9,1851371.6,15859.8,1585976,,,,,,,,,,3437347.7,3505752.3,68.7,70.1,6849115.4,6838218.1,137,136.8,218.1,4.4,1751.1,35.02,42.3690631874425,-71.1113838025331,POINT (-71.1113838025331 42.3690631874425)
B1534,2022,105-81,Yes,Non-Residential,32761,10,700 Massachusetts Avenue,1902,592-5,1,Office,Office (15600.0),15600,,CENTRAL PROPERTY LIMITED PARTNERSHIP,,28,271086.3,924946.4,3976.6,397659.1,,,,,,,,,,1322605.5,1345690.3,84.8,86.3,3007392,2991307.2,192.8,191.8,86.7,5.6,373.3,23.93,42.3657884920286,-71.1049123678755,POINT (-71.1049123678755 42.3657884920286)
B1082,2022,13-23,Yes,Non-Residential,448364,1,1 MAIN STREET,1986,620-79,1,Office,"Office (332808.0),Parking (148125.0)",332808,,RREEF AMERICA REIT II CORP.,,79,3911774.4,13346975.9,16446.5,1644650,,,,,,,,,,14991625.8,15265320.1,45,45.9,39098414.9,39385793.9,117.5,118.3,1052.5,3.2,1411.5,4.24,42.3622496908295,-71.0804107803782,POINT (-71.0804107803782 42.3622496908295)
B1459,2022,160-69,Yes,Non-Residential,39240,3,1390 Massachusetts Ave,1890,357-4,1,Mixed Use Property,"Restaurant (8269.0),Office (11748.0),Fast Food Restaurant (6055.0),Retail Store (13168.0)",39240,,"1834 REALTY, INC.",C/O CAMBRIDGE SAVINGS BANK,,756032.7,2579584.1,47530.5,4753045.1,,,,,,,,,,7332629.2,7576571.7,186.9,193.1,12213532.7,12369898.4,311.3,315.2,435.2,11.1,2807,71.53,42.3731808818233,-71.1193088320132,POINT (-71.1193088320132 42.3731808818233)
B1643,2022,242-38,Yes,Non-Residential,109553,12,178 Coolidge Hill,1939,387-10,1,K-12 School,K-12 School (2968.0),2968,,SHADY HILL SCHOOL,,63,,,2309,230900,,,,,,,,,,230900,251736.4,77.8,84.8,242445,264323.2,81.7,89.1,12.3,4.1,,,42.3713171139371,-71.1366122324152,POINT (-71.1366122324152 42.3713171139371)
B1173,2022,157-69,Yes,Non-Residential,1462119,18,11 Oxford St,1931,266-9,1,Laboratory,Laboratory (51360.0),51360,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,754181.2,2573266.5,,,,,,,,,,1347720,,3920986.5,3995979.6,76.3,77.8,8826508.7,8916728.6,171.9,173.6,271.8,5.3,1419.9,27.65,42.3775328220137,-71.1171387697855,POINT (-71.1171387697855 42.3775328220137)
B1267,2022,144-1,Yes,Non-Residential,2402868,15,50 Oxford St,1986,241-12,1,College/University,College/University (8053.0),8053,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,302181.9,1031044.9,7620.3,762029,,,,,,,1361993.8,,,3155067.7,3152886.2,391.8,391.5,4926470.6,4931348.1,611.8,612.4,185.3,23,58.1,7.21,42.3797978100305,-71.1139686701913,POINT (-71.1139686701913 42.3797978100305)
B1508,2022,16-28,Yes,Non-Residential,28662,1,65 Binney Street,2009,600-2,1,Worship Facility,Worship Facility (35893.0),35893,,CORP. OF THE PRESIDING OF THE CHURCH,OF JESUS CHRIST OF LATTER-DAY SAINTS,16,209651,715329.2,12068,1206799.9,,,,,,,,,,1922129.2,2016278,53.6,56.2,3270061.8,3368918.1,91.1,93.9,114.8,3.2,80.3,2.24,42.365708928874,-71.0793999645964,POINT (-71.0793999645964 42.365708928874)
B1535,2022,105-81,Yes,Non-Residential,32761,10,684-686 Massachusetts Ave,1902,592-11,1,Office,Office (14144.0),14144,,CENTRAL PROPERTY LIMITED PARTNERSHIP,,2,338560,1155166.7,17160,1716000,,,,,,,,,,2871166.7,2921276.8,203,206.5,5036266.8,5077998.9,356.1,359,173,12.2,20.2,1.43,42.3656247285752,-71.1046016568634,POINT (-71.1046016568634 42.3656247285752)
B1662,2022,1A-172,Yes,Non-Residential,243293,1,Two Education Circle,2015,409-7,1,Office,"Office (300000.0),Parking (58000.0)",300000,,EFEKTA HOUSE INC.,,87,3086599.6,10531479,120888,12088800.1,,,,,,,,,,22620279.2,23284173.5,75.4,77.6,42181381.4,42606429.8,140.6,142,1388.3,4.6,3162.2,10.54,42.3697830479169,-71.0687467824698,POINT (-71.0687467824698 42.3697830479169)
B1553,2022,265C-25,Yes,Non-Residential,255970,,160-210 Alewife Brook Pkwy,1980,"81-1, 81-2, 81-3",3,Strip Mall,"Strip Mall (207440.0),Repair Services (Vehicle, Shoe, Locksmith, etc.) (5000.0),Movie Theater (17500.0),Office (37500.0)",267440,,THE FRESH POND MALL LIMITED PARTNERSHIP,,,484744.1,1653947,6601.6,660161.3,,,,,,,,,,2314108.3,2397289.2,8.7,9,5324221.1,5411561,19.9,20.2,152.2,0.6,1973.9,7.38,42.3903803306547,-71.1402904173579,POINT (-71.1402904173579 42.3903803306547)
B1141,2022,170-19,Yes,Non-Residential,159406,0,69 Brattle Street,1838,307-13,1,College/University,College/University (5506.0),5506,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,23444.9,79994.1,604,60401,,,,,,,,,,140395.1,147870.2,25.5,26.9,287404.6,293361,52.2,53.3,8.9,1.6,13.7,2.49,42.3752606822492,-71.1225216674049,POINT (-71.1225216674049 42.3752606822492)
B1346,2022,52A-21,Yes,Non-Residential,3691096,0,127  MASSACHUSETTS AVE,1952,668-35,1,College/University,College/University (68012.0),68012,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1166707.9,3980808,,,,,,,,,5070431.9,9683339.9,,18734579.7,18985516.1,275.5,279.1,27409811.1,27791746.8,403,408.6,1192.2,17.5,0,0,42.3603804472311,-71.0940263427788,POINT (-71.0940263427788 42.3603804472311)
B1626,2022,172-109,Yes,Residential,58912,55,19-21 Garden Street,1900,269-19,1,Multifamily Housing,Multifamily Housing (62608.0),62608,88,"BLEVINS, CHARLES F., TR. OF THE",ARSENAL SQUARE TRUST,20,280205,956059.5,80971,8097100,,,,,,,,,,9053159.5,9709771.5,144.6,155.1,11178921.5,11843607.6,178.6,189.2,499.2,8,1964.8,31.38,42.3776823964402,-71.1228385109762,POINT (-71.1228385109762 42.3776823964402)
B1262,2022,136-2,Yes,Non-Residential,386737,1,16 Quincy St,1822,333-5,1,College/University,College/University (5964.0),5964,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,17436.1,59492.1,1867.3,186730,,,,,,,38099.5,,,284321.6,296361.5,47.7,49.7,397315,410537,66.6,68.8,16.1,2.7,14.5,2.43,42.3729995583718,-71.1146829107624,POINT (-71.1146829107624 42.3729995583718)
B1012,2022,"133-61, 133-50",Yes,Non-Residential,52102,,29 Mt Auburn Street,1923,"439-1, 439-5, 439-6",3,Worship Facility,Worship Facility (98819.0),98819,,ROMAN CATHOLIC ARCHBISHOP OF BOSTON,CORPORATION SOLE,,166823.1,569200.3,32175.7,3217570.3,,,,,,,,,,3786770.7,4145472.7,38.3,42,4972209.8,5359581.4,50.3,54.2,212.1,2.1,307.1,3.11,42.3710491720355,-71.1152801419231,POINT (-71.1152801419231 42.3710491720355)
B1379,2022,41-38,Yes,Non-Residential,240964,,One Kendall Square,1988,557-19,1,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym (2705.0),2705,,ARE-MA REGION NO. 59 LLC,,,74946.7,255718.3,,,,,,,,,,,,255718.3,,94.5,,716011.2,,264.7,,18.5,6.8,,,42.3667603732588,-71.0907407650295,POINT (-71.0907407650295 42.3667603732588)
B1651,2022,70-85,Yes,Non-Residential,120168,1,810 Main St,1910,650-6,1,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant (157000.0),157000,,"CAMBRIDGE BRANDS, INC.",,,7631407.4,26038365.3,0,0,,,,,,,,50847415,,76885780.3,77190827.6,489.7,491.7,134078952.7,134034177.8,854,853.7,5221,33.3,11492.1,73.2,42.3629044639778,-71.0976373234724,POINT (-71.0976373234724 42.3629044639778)
B1443,2022,104-130,Yes,Residential,61404,100,1 Woodrow WIlson Ct,1949,"682-23, 682-27, 682-28",3,Multifamily Housing,Multifamily Housing (72970.0),72970,69,CAMBRIDGE HOUSING AUTHORITY,,11,229645,783548.8,79982,7998200.2,,,,,,,,,,8781749,9444618.3,120.3,129.4,10592046.8,11283325.6,145.2,154.6,480.3,6.6,2574,35.28,42.3612380577323,-71.1094034006409,POINT (-71.1094034006409 42.3612380577323)
B1047,2022,266-34,Yes,Municipal,124527,0,250 Fresh Pond Parkway,2004,96-4,1,Drinking Water Treatment & Distribution,Drinking Water Treatment & Distribution (155632.0),155632,,CAMBRIDGE CITY OF,,,5926857.7,20222441.1,70381.3,7038133.2,,,,,,,,,165212,27824277.6,28306289.1,178.8,181.9,64576578.2,65083720.9,414.9,418.2,1836.2,11.8,36254.8,232.95,42.3829298209869,-71.1440071620642,POINT (-71.1440071620642 42.3829298209869)
B1828,2022,215-19,Yes,Residential,55406,102,29 Concord Avenue,1979,233-26,1,Multifamily Housing,Multifamily Housing (79017.0),79017,103,SOPAR REALTY TRUST,,80,284219,969755.3,53405,5340498.3,,,,,,,,,,6310253.6,6753846,79.9,85.5,8322838,8788610.1,105.3,111.2,352.4,4.5,2057.1,26.03,42.3796497681457,-71.1256462730416,POINT (-71.1256462730416 42.3796497681457)
B1752,2022,185-59,Yes,Non-Residential,135082,0,45 Alewife Brook Parkway,1875,2-1,1,K-12 School,K-12 School (5700.0),5700,,"ECOLE BILINGUE, INC. &",,77,26853,91622.4,1815,181500,,,,,,,,,,273122.4,294694.5,47.9,51.7,447117.8,474536,78.4,83.3,16.1,2.8,38.2,6.71,42.4034576897765,-71.1339354668398,POINT (-71.1339354668398 42.4034576897765)
B1420,2022,7-115,Yes,Non-Residential,57035,123,215 Monsignor O'Brien Highway,2015,358-1,1,Hotel,"Hotel (57035.0),Parking (14500.0)",57035,,"MONSIGNOR HOTEL, LLC",,86,592471.2,2021511.8,14423.6,1442359.2,,,,,,,,,,3463871.1,3495501.3,60.7,61.3,7174710.3,7151855.3,125.8,125.4,219.8,3.9,2210.8,38.76,42.3728731968904,-71.079812654828,POINT (-71.079812654828 42.3728731968904)
B1439,2022,226-59,Yes,Non-Residential,28117,0,80 Sparks St.,1859,"219-18, 219-20",2,K-12 School,K-12 School (31615.0),31615,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,75,186249,635481.8,7034.6,703459.4,,,,,,,,,,1338941.2,1435710,42.4,45.4,2517981.3,2619588.6,79.6,82.9,82.4,2.6,214.2,6.78,42.3808031253022,-71.1311961350581,POINT (-71.1311961350581 42.3808031253022)
B1392,2022,57-173,Yes,Non-Residential,420079,0,48-R MASSACHUSETTS AVE,1956,708-13,1,College/University,College/University (42146.0),42146,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,389367.9,1328523.6,,,,,,,,,1618560,3235739.8,,6182823.4,6058739.5,146.7,143.8,9085483.7,8972567.3,215.6,212.9,394.3,9.4,,,42.3581325053042,-71.0950555346163,POINT (-71.0950555346163 42.3581325053042)
B1713,2022,220-165,Yes,Residential,96971,78,221 Mount Auburn Street,1964,"314-32, 314-23",2,Multifamily Housing,Multifamily Housing (126258.0),126258,94,Condo Building,,84,582619.9,1987899.4,61362,6136195.8,,,,,,,,,,8124095.3,8563647.7,64.3,67.8,12009124,12539638.4,95.1,99.3,466.8,3.7,2133.3,16.9,42.3751411408969,-71.1297063516624,POINT (-71.1297063516624 42.3751411408969)
B1719,2022,261-167,Yes,Non-Residential,68583,,445 Concord Avenue,1930,126-6,1,Non-Refrigerated Warehouse,"Office (5200.0),Non-Refrigerated Warehouse (55000.0)",60200,,"LYMAN, JAMES M., REINIER BEEUWKES JR.,",,81,148974.7,508301.6,5880.7,588069.6,,,,,,,,,,1096371.2,1208704.7,18.2,20.1,2040717.6,2163507.2,33.9,35.9,67.2,1.1,,,42.38681171388,-71.1387243980541,POINT (-71.1387243980541 42.38681171388)
B1577,2022,85-76,No,Non-Residential,34806,,141 + 143 Hampshire st,1950,385-50,1,Office,Office (2616.0),2616,,"NORSHIRE LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,0,,,42.3711130264535,-71.0970786245857,POINT (-71.0970786245857 42.3711130264535)
B1848,2022,29-39,No,Non-Residential,302453,0,55 Broadway,,591-21,1,,,,,UNITED STATES OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3641020421907,-71.0855775886092,POINT (-71.0855775886092 42.3641020421907)
B1123,2022,168-36,Yes,Non-Residential,112901,8,One Brattle Square,1991,355-11,1,Office,"Office (91366.3),Financial Office (6112.7),Parking (28920.0)",97479,,"WELLS REIT ONE BRATTLE SQUARE I,LLC",,64,1426637.9,4867689,15064.3,1506433.4,,,,,,,,,,6374122.4,6575474.3,65.4,67.5,15211284.3,15422703.7,156,158.2,432,4.4,1661.3,17.04,42.3732425473124,-71.1214822108648,POINT (-71.1214822108648 42.3732425473124)
B1336,2022,53-61,Yes,Non-Residential,342002,1,32  ALBANY ST,1966,666-1,1,College/University,College/University (143032.0),143032,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,262527,895742.1,,,,,,,,,,,,895742.1,909022.4,6.3,6.4,2508077.8,2545262.8,17.5,17.8,63.5,0.4,,,42.3620297618217,-71.0927835862473,POINT (-71.0927835862473 42.3620297618217)
B1695,2022,267.4-305,Yes,Non-Residential,145839,1,100 Cambridgepark Drive,1992,44-4,1,Laboratory,"Office (53626.0),Laboratory (81946.0)",135572,,PPF OFF 100 CAMBRIDGEPARK DR LLC,MORGAN STANLEY REAL ESTATE ADVISOR INC,24,3459414.7,11803524.3,,,,,,,,,,,,11803524.3,11803524.3,87.1,87.1,33049868,33049868,243.8,243.8,853.6,6.3,977.5,7.21,42.3943634144995,-71.1449632767941,POINT (-71.1449632767941 42.3943634144995)
B1683,2022,267.4-264,Yes,Non-Residential,37086,1,155 FAWCETT STREET,1952,69-3,1,College/University,College/University (37086.0),37086,,"ART ROCKS LLC,",C/O BAY MANAGEMENT CORP.,,127107.6,433691.1,,,,790573,,,,,,,,1201363.7,1224264.1,32.4,33,1989684.3,2012813.7,53.7,54.3,87.7,2.4,,,42.3929548979029,-71.1490769280097,POINT (-71.1490769280097 42.3929548979029)
B1681,2022,43-76,Yes,Non-Residential,605547,0,75 Ames Street,2014,625-4,1,Laboratory,"Other - Technology/Science (79689.0),Office (81623.0),Laboratory (198303.0),Other (14256.0)",373871,,"THE BROAD INSTITUTE, INC",,,12239158.7,41760014.5,715678,71567800.4,,,,,,,,,,113327814.9,115214067,303.1,308.2,192074231.1,192398006.7,513.7,514.6,6760.1,18.1,,,42.363503057406,-71.0884946472814,POINT (-71.0884946472814 42.363503057406)
B1156,2022,133-36,Yes,Non-Residential,40876,0,2 Arrow Street,2004,"439-16, 439-11",2,College/University,College/University (50347.0),50347,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,,,186466.5,636223.7,,,,,,,,,,,,636223.7,636223.7,12.6,12.6,1781426.3,1781426.3,35.4,35.4,45.1,0.9,,,42.3707700500492,-71.1144916061288,POINT (-71.1144916061288 42.3707700500492)
B1281,2022,134-59,Yes,Non-Residential,69696,4,1033 Massachusetts Avenue,1974,444-21,1,Office,"Office (79205.0),Parking (21484.0),Retail Store (6265.0)",85470,,PRESIDENTS & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE SERVICES,84,844613.1,2881820.3,28786.5,2878645.1,,,,,,,,,,5760465.3,5963624.8,67.4,69.8,11091674,11248689.8,129.8,131.6,357.1,4.2,669.1,7.83,42.36986673634,-71.1120500097363,POINT (-71.1120500097363 42.36986673634)
B1594,2022,17-74,Yes,Non-Residential,57608,3,58 Charles Street,1918,559-4,1,Office,Office (61114.0),61114,,"BMR-58 CHARLES STREET LLC,",C/O RYAN LLC,100,157411.6,537088.4,3620.2,362018.2,,,,,,,,,,899106.6,938900,14.7,15.4,1883966.8,1995388.2,30.8,32.7,57.3,0.9,124.4,2.03,42.3673328826492,-71.0799865734523,POINT (-71.0799865734523 42.3673328826492)
B1368,2022,43A-28,Yes,Non-Residential,542443,,200 Technology Square,1962,610-3,1,Mixed Use Property,"Office (132961.0),Laboratory (44200.0)",177161,,"MIT REAL ESTATE, LLC,",,1,10517897.6,35887070.9,430376,43037604.1,,,,,,,,,,78924674.9,79997796.8,445.5,451.6,145673282.7,146055592.9,822.3,824.4,4881.1,27.6,8077.6,45.59,42.3632534872708,-71.0909946006977,POINT (-71.0909946006977 42.3632534872708)
B1025,2022,20-71,Yes,Municipal,14780,,175 Cambridge Street,1977,431-7,1,Fire Station,Fire Station (17093.0),17093,,CAMBRIDGE CITY OF,FIRE DEPT,,214273.5,731101.3,5449.9,544985.9,,,,,,,,,,1276087.2,1343930.2,74.7,78.6,2619318.9,2714184.1,153.2,158.8,81.8,4.8,151.6,8.87,42.3711758679794,-71.0787551452541,POINT (-71.0787551452541 42.3711758679794)
B1810,2022,52A-31,No,Non-Residential,98802,,57 Vassar Street,,667-5,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.361144499677,-71.0932088814314,POINT (-71.0932088814314 42.361144499677)
B1407,2022,68-57,Yes,Non-Residential,39480,1,175  ALBANY ST,1923,702-6,1,College/University,College/University (45397.0),45397,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,1178243.8,4020168.4,33840,3384000,,,,,,,,,,7404168.4,7598745,163.1,167.4,14809671.6,14892806.6,326.2,328.1,464.6,10.2,,,42.3598557792636,-71.0991377291822,POINT (-71.0991377291822 42.3598557792636)
B1044,2022,31-22,Yes,Municipal,97392,1,125 Sixth Street,2008,554-3,1,Police Station,"Police Station (115793.0),Parking (46754.0)",162547,,CITY OF CAMBRIDGE,,,2659217.7,9073251.8,73758,7375803.2,,,,,,,,,,16449055.1,16653078.3,142.1,143.8,33149698.5,33081559.5,286.3,285.7,1047.9,9,2700.8,23.32,42.367275621568,-71.086156867814,POINT (-71.086156867814 42.367275621568)
B1294,2022,157-69,Yes,Non-Residential,1462119,18,33 Oxford Street,1999,266-2,1,College/University,College/University (97535.0),97535,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,830522.2,2833742.2,0,0,,,,,,,3466848.3,4228980.2,,10529570.7,10718446.9,108,109.9,16176947.2,16445512.9,165.9,168.6,664.3,6.8,125.3,1.29,42.3787890979368,-71.1173460722582,POINT (-71.1173460722582 42.3787890979368)
B1315,2022,14-26,Yes,Non-Residential,43560,3,139 Main St,2019,620-80,1,Office,"Office (41857.0),Parking (3000.0)",41857,,MIT 139 MAIN ST FEE OWNER LLC,C/O MIT INVESTMENT MGMT CO,84,272792.4,930767.6,9974.8,997485,,,,,,,,,,1928252.6,1980459.4,46.1,47.3,3653508.6,3686153.2,87.3,88.1,120.3,2.9,707.5,16.9,42.3623447379859,-71.082335784964,POINT (-71.082335784964 42.3623447379859)
B1570,2022,56-4,Yes,Non-Residential,219842,2,134 Mass Ave,1895,703-1,1,Self-Storage Facility,"Self-Storage Facility (165358.0),Retail Store (36817.0)",202175,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,139020,474336.3,,,,,,,,,,,,474336.3,474336.3,2.3,2.3,1328141.5,1328141.5,6.6,6.6,33.6,0.2,133.2,0.66,42.3598274440057,-71.0960547412704,POINT (-71.0960547412704 42.3598274440057)
B1078,2022,265D-52,Yes,Residential,346530,311,30 Cambridge Park Drive,2002,44-8,1,Multifamily Housing,"Multifamily Housing (346530.0),Swimming Pool (0.0),Parking (111072.0),Other (1890.0)",348420,312,HART CAMBRIDGE LLC,"C/O HEITMAN CAPITAL MANAGEMENT LLC,",85,1913263.9,6528057.1,162687.5,16268749.4,,,,,,,,,,22796806.5,23941569.7,65.4,68.7,35360746.7,36430522.7,101.5,104.6,1336.2,3.8,6986.7,20.05,42.3939531193537,-71.1427320909676,POINT (-71.1427320909676 42.3939531193537)
B1093,2022,267.4-310,Yes,Non-Residential,36405,1,75 Moulton and 20 Wilson,2019,69-8,1,Laboratory,Laboratory (36304.0),36304,,QUAD 75 MOULTON STREET &,"20 WILSON ROAD, LLC",,1439674.2,4912169.1,43255.9,4325593.4,,,,,,,,,,9237762.5,9459472.2,254.5,260.6,18295946.5,18333906.7,504,505,585,16.1,,,42.3923768825142,-71.1485272520439,POINT (-71.1485272520439 42.3923768825142)
B1630,2022,133-43,Yes,Residential,59395,93,1200 Massachusetts Ave,1918,407-8,1,Multifamily Housing,Multifamily Housing (71260.0),71260,92,"ARROW ASSOCIATES, L.L.C",C/O HAMILTON REALTY CO.,90,223739,763397.4,36600,3660000.2,,,,,,,,,,4423397.7,4750650.1,62.1,66.7,5980513.1,6364188.1,83.9,89.3,249.6,3.5,1704.3,23.92,42.371566512383,-71.1151922073973,POINT (-71.1151922073973 42.371566512383)
B1177,2022,213-2A,Yes,Non-Residential,603907,1,100 Walker Street,1901,"206-12, 206-14, 206-18, 206-8, 206-17, 206-6",6,Residence Hall/Dormitory,Residence Hall/Dormitory (172773.0),172773,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,655442.6,2236370.6,71968.9,7196887.9,,,,,,,,,,9433258.5,10018410.3,54.6,58,13818569.9,14432979.3,80,83.5,540.7,3.1,3895.2,22.55,42.381553397686,-71.1247979506056,POINT (-71.1247979506056 42.381553397686)
B1519,2022,121-114,No,Residential,87557,72,613-619 Green Street,,489-19,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3688626893148,-71.1116888364488,POINT (-71.1116888364488 42.3688626893148)
B1052,2022,137-1,Yes,Municipal,24670,,491 Broadway,1933,323-2,1,Fire Station,Fire Station (30389.0),30389,,CAMBRIDGE CITY OF,FIRE STATION,,233998.9,798404.3,11043.2,1104321.7,,,,,,,,,,1902726,1995449.6,62.6,65.7,3395069.7,3473816.6,111.7,114.3,116.4,3.8,217,7.14,42.3752703514961,-71.114654975725,POINT (-71.114654975725 42.3752703514961)
B1795,2022,132-138,Yes,Residential,71582,94,2 Mount Auburn Street,1972,476-9,1,Multifamily Housing,Multifamily Housing (71582.0),71582,94,HRI PUTNAM SQUARE II LLC,,46,644985.9,2200692,31575,3157499.9,,,,,,,,,,5358191.9,5630166.8,74.9,78.7,9477312.5,9809094.3,132.4,137,323.6,4.5,3349.6,46.79,42.3698589200786,-71.1135752355554,POINT (-71.1135752355554 42.3698589200786)
B1091,2022,267.4-307,Yes,Non-Residential,76359,1,10 Wilson Rd,1999,69-7,1,Laboratory,Laboratory (75688.0),75688,,"QUAD 10 WILSON ROAD, LLC",,,2529139.9,8629426.3,70929.5,7092945.3,,,,,,,,,,15722371.6,15911165.4,207.7,210.2,31609986.1,31371658.4,417.6,414.5,1000.8,13.2,895,11.82,42.3924625667506,-71.1500599934957,POINT (-71.1500599934957 42.3924625667506)
B1617,2022,52A-21,Yes,Non-Residential,3691096,0,182  MEMORIAL DR (REAR),2007,668-6,1,College/University,College/University (51147.0),51147,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2468765.6,8423429.4,,,,,,,,,6808175.9,8913210.3,,24144815.6,24117205.5,472.1,471.5,40504000.6,40610814.3,791.9,794,1547.4,30.3,657.8,12.86,42.3595407763184,-71.090451202223,POINT (-71.090451202223 42.3595407763184)
B1342,2022,92-132,Yes,Non-Residential,79424,18,424 Massachusetts Avenue,1900,644-5,1,Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc) (736.0),Other - Entertainment/Public Assembly (9167.0),Food Sales (1700.0),Multifamily Housing (21088.0)",35642,16,MIT 424-456 MASSACHUSETTS AVENUE LLC,,,437126.4,1491475.5,6327,632700,,,,,,,,,,2124175.5,2180416.6,65,66.7,4840466.5,4997941.3,148.1,152.9,141.5,4.3,341.8,10.46,42.3633374445293,-71.1009531435344,POINT (-71.1009531435344 42.3633374445293)
B1833,2022,135-20,Yes,Residential,49080,60,375 Harvard Street,1964,"366-27, 366-14",2,Multifamily Housing,Multifamily Housing (49940.0),49940,60,AUDUBON ROAD ASSOCIATES CCSPE LLC,,87,205854,702373.8,25887.4,2588737.2,,,,,,,,,,3291111,3462328.8,65.9,69.3,4684820.8,4836421.1,93.8,96.8,188.3,3.8,2108,42.21,42.3720562768025,-71.1121495881801,POINT (-71.1121495881801 42.3720562768025)
B1658,2022,165-56,Yes,Residential,135479,74,975 Memorial Drive,1985,398-4,1,Multifamily Housing,"Multifamily Housing (147273.0),Parking (33366.0)",147273,71,"HOPKINS, NANCY",B,23,2325507.8,7934633.6,21608,2160800.1,,,,,,,,,,10095433.7,10598905.5,68.5,72,24485814.2,25399438.6,166.3,172.5,677,4.6,28.1,0.19,42.3716662627217,-71.1236403313268,POINT (-71.1236403313268 42.3716662627217)
B1212,2022,143-11,Yes,Non-Residential,73945,,1737 Cambridge St,2005,299-11,1,College/University,College/University (123633.0),123633,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,1089399.7,3717032.2,12107.1,1210712,,,,,,,4643219.9,3554800,,13125764.1,12971438.2,106.2,104.9,20180838.3,20095716.1,163.2,162.5,808.4,6.5,1079.6,8.73,42.375631223686,-71.1132486321304,POINT (-71.1132486321304 42.375631223686)
B1482,2022,52A-22,Yes,Non-Residential,528615,,31  AMES ST,1994,668-68,1,College/University,College/University (260390.0),260390,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,9406895.9,32096332.8,195,19500,,,,,,,36697249.9,67232944.9,,136046027.6,136341809.2,522.5,523.6,204168699.8,205446392.9,784.1,789,8673.2,33.3,10058.3,38.63,42.3616304597006,-71.0886333096865,POINT (-71.0886333096865 42.3616304597006)
